"local_identifier","date","timestamp","location_long","location_lat","locationsPerDay","net_displacement","max_displecement","total_distance","avgFlight_heightAGL","sdFlight_heightAGL","flight_time","maxFlight_speed","avgFlight_speed","sdFlight_speed","setOffTimeMinute","returnBeforesunsetMinute","numberOfFlighetSegments","avgSegmentDistance","sdSegmentDistance","avgSegmentTime","sdSegmentTime","released_wild","GroundASL","origin","age_release","days_acclim","status","pre_2020","group_release","day_one","day_ten","timefromday1","season","death_date","days_to_death","max_deltaHeight0","repeat.","max_temp","median_temp","deltaHeight0_75","deltaHeight0_50","age_class","net_km","max_km","totdiskm","maxspeedkm","avgspeedkm","avgsegkm","avgseghr","setOffhr","returnhr","flightHr","dayFromDayOne","n_days"
"E01w",2022-05-22,2022-05-22 03:17:40,34.897876739502,30.7561359405518,73,9489.85397314321,37524.5431434048,130919.412343076,345.392857142857,209.961784756658,279.016666666667,26.9444444444444,12.2519841269841,5.18316720306057,213.85,176.616666666667,7,11591.9274513368,15289.7652825949,22.9888127853881,32.2910710882704,"wild",462,"wild",1,NA,"wild","2","11",2022-05-14,2022-05-24,8,"summer",2022,NA,822,"4",37,34,289,103,"subadult",9.48985397314321,37.5245431434048,130.919412343076,97,44.1071428571429,11.5919274513368,0.383146879756469,3.56416666666667,2.94361111111111,4.65027777777778,"8",9
"E01w",2022-05-23,2022-05-23 03:37:21,34.8228874206543,30.828893661499,76,2496.30905967388,88938.7636803084,262026.946675284,393.541666666667,215.771447082061,475.166666666667,25,13.9583333333333,5.39559914650117,103.833333333333,32.3666666666667,6.5,53431.5730741883,54859.4761925301,90.6256578947368,86.8406059415879,"wild",408,"wild",1,NA,"wild","2","11",2022-05-14,2022-05-24,9,"summer",2022,NA,678,"4",40,33,382.25,145.5,"subadult",2.49630905967388,88.9387636803084,262.026946675284,90,50.25,53.4315730741883,1.51042763157895,1.73055555555556,0.539444444444445,7.91944444444445,"9",9
"E05w",2022-02-21,2022-02-21 04:49:16,35.5695152282715,31.3717555999756,33,24981.656384209,24981.656384209,32483.8768626125,264.375,184.867471835521,79.6666666666667,17.5,11.5277777777778,3.36296354567275,222.833333333333,302.583333333333,3.5,3474.92728979272,4631.90765386153,6.05050505050505,11.7065178640295,"wild",127,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,0,"winter",2022,NA,203,"4",35,31,99,65,"juvenile",24.981656384209,24.981656384209,32.4838768626125,63,41.5,3.47492728979272,0.100841750841751,3.71388888888889,5.04305555555556,1.32777777777778,"0",9
"E05w",2022-02-22,2022-02-22 09:15:46,35.5849876403809,31.4097080230713,36,73202.8865562536,81632.8578823174,113012.809456245,262.866666666667,163.265540704734,289.866666666667,17.2222222222222,11.2685185185185,2.94305552918706,301.683333333333,75.4833333333333,1.5,89349.3365749387,44344.7328641372,233.503703703704,116.348562730198,"wild",65,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,1,"winter",2022,NA,422,"4",34,28,311.75,148.5,"juvenile",73.2028865562536,81.6328578823174,113.012809456245,62,40.5666666666667,89.3493365749387,3.89172839506173,5.02805555555556,1.25805555555556,4.83111111111111,"1",9
"E05w",2022-02-23,2022-02-23 04:57:16,35.0699844360352,30.9210414886475,61,25470.9374223977,27457.2324692358,63778.7240308019,125.130434782609,86.1533011807895,229.833333333333,14.7222222222222,9.39613526570048,3.37063740353721,231.666666666667,158.6,2,18078.8127612375,23867.4562982547,61.7800546448087,87.4717558552723,"wild",316,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,2,"winter",2022,NA,539,"4",37,31,271,204,"juvenile",25.4709374223977,27.4572324692358,63.7787240308019,53,33.8260869565217,18.0788127612375,1.02966757741348,3.86111111111111,2.64333333333333,3.83055555555556,"2",9
"E05w",2022-02-24,2022-02-24 04:47:11,34.8018836975098,30.8486194610596,63,1927.92150934204,40061.9491819209,129305.986546705,386.775,238.640324520353,389.833333333333,21.9444444444444,12.7222222222222,4.29696551424133,32.5666666666667,149.4,3.5,58273.5867995469,57358.233190679,160.343386243386,149.656423798136,"wild",397,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,3,"winter",2022,NA,863,"4",34,25,304,83,"juvenile",1.92792150934204,40.0619491819209,129.305986546705,79,45.8,58.2735867995469,2.6723897707231,0.542777777777778,2.49,6.49722222222222,"3",9
"E05w",2022-02-25,2022-02-25 04:46:38,34.8030815124512,30.8313655853271,63,18.7199222953715,4102.36162400231,28349.1576135628,141,100.109939566459,138.35,23.6111111111111,10.0198412698413,5.38131052038779,62.1166666666667,191.916666666667,5,2814.21387866963,1046.92492249916,7.18068783068783,14.8318436506861,"wild",479,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,4,"winter",2022,NA,207,"4",37,29,68.5,23,"juvenile",0.0187199222953715,4.10236162400231,28.3491576135628,85,36.0714285714286,2.81421387866963,0.119678130511464,1.03527777777778,3.19861111111111,2.30583333333333,"4",9
"E05w",2022-02-26,2022-02-26 04:45:28,34.8030052185059,30.8314456939697,64,14.4114022061686,29023.4026796619,165162.997010983,288.777777777778,183.34342947407,449.533333333333,24.4444444444444,10.8395061728395,4.34609010369379,112.5,72.9333333333333,3,78392.7586327049,65767.2320241436,209.50234375,172.778258914942,"wild",479,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,5,"winter",2022,NA,728,"4",35,22,311.25,191,"juvenile",0.0144114022061686,29.0234026796619,165.162997010983,88,39.0222222222222,78.3927586327049,3.49170572916667,1.875,1.21555555555556,7.49222222222222,"5",9
"E05w",2022-02-27,2022-02-27 04:44:16,34.8146095275879,30.8518886566162,64,25825.0403411141,48721.236243739,179450.012163452,564.108108108108,283.865655214241,369.433333333333,19.7222222222222,12.8303303303303,4.50995214742638,42.4,84.9,2,99992.4446600126,88058.7648626001,202.620052083333,179.80948256202,"wild",432,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,6,"winter",2022,NA,960,"4",36,27,590.25,108,"juvenile",25.8250403411141,48.721236243739,179.450012163452,71,46.1891891891892,99.9924446600126,3.37700086805556,0.706666666666667,1.415,6.15722222222222,"6",9
"E05w",2022-02-28,2022-02-28 04:41:49,35.0869331359863,30.8958377838135,64,64770.0023131358,64798.002566877,107744.528676907,319.21875,180.180507050479,319.9,18.6111111111111,11.6927083333333,3.30435384846029,72.4666666666667,76.5833333333333,7,12220.8257076838,13922.7371085108,34.99453125,42.0398349824304,"wild",254,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,7,"winter",2022,NA,1029,"4",37,28.5,481,234.5,"juvenile",64.7700023131357,64.798002566877,107.744528676907,67,42.09375,12.2208257076838,0.5832421875,1.20777777777778,1.27638888888889,5.33166666666667,"7",9
"E05w",2022-03-01,2022-03-01 04:40:28,35.3616104125977,31.4203968048096,64,5760.27307256298,20774.298310711,66321.9011087163,152.375,80.550180147155,240.25,16.3888888888889,10.5787037037037,2.32249129723431,152.6,187.566666666667,5,8097.74230700203,9605.82549636823,30.31875,44.9284513994185,"wild",64,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,8,"winter",2022,NA,735,"4",37,31,241,104,"juvenile",5.76027307256298,20.774298310711,66.3219011087163,59,38.0833333333333,8.09774230700203,0.5053125,2.54333333333333,3.12611111111111,4.00416666666667,"8",9
"E05w",2022-03-02,2022-03-02 03:07:52,35.3740539550781,31.470890045166,65,25.548371197536,14013.994105576,54430.6077071143,167.421052631579,122.765049219807,271.033333333333,14.4444444444444,10.8625730994152,1.8165494753091,32.65,149.533333333333,6,4733.74811785429,6054.75062559891,18.0094871794872,32.8966154605711,"wild",181,"wild",0,NA,"wild","4","2",2022-02-21,2022-03-03,9,"winter",2022,NA,875,"4",42,34,345,250,"juvenile",0.025548371197536,14.013994105576,54.4306077071143,52,39.1052631578947,4.73374811785429,0.30015811965812,0.544166666666667,2.49222222222222,4.51722222222222,"9",9
"E06w",2022-12-15,2022-12-15 03:40:58,35.0750541687012,30.9192142486572,58,812.489748534971,4354.01994300955,12947.5787101392,28.8,37.2115573444595,80.4166666666667,14.4444444444444,12.1666666666667,1.96810995376871,9.4,160.083333333333,5,2575.71057405439,1732.53462211084,1.38649425287356,5.13516092713069,"wild",112,"wild",4,NA,"wild","5","1",2022-12-15,2022-12-25,0,"winter",2022,NA,681,"4",46,33,399.75,363,"subadult",0.812489748534971,4.35401994300955,12.9475787101392,52,43.8,2.57571057405439,0.0231082375478927,0.156666666666667,2.66805555555556,1.34027777777778,"0",9
"E06w",2022-12-16,2022-12-16 04:46:50,35.0684280395508,30.917407989502,51,151.958820296878,8433.37382870464,36003.3796735606,286.6,165.904390136809,104.333333333333,16.6666666666667,9.75,4.00070724200284,177.4,218.916666666667,3,4090.97285292034,5832.28435793437,8.60980392156863,18.5168731391041,"wild",286,"wild",4,NA,"wild","5","1",2022-12-15,2022-12-25,1,"winter",2022,NA,586,"4",42,34,148,22,"subadult",0.151958820296878,8.43337382870464,36.0033796735606,60,35.1,4.09097285292034,0.143496732026144,2.95666666666667,3.64861111111111,1.73888888888889,"1",9
"E06w",2022-12-17,2022-12-17 04:46:20,35.0673065185547,30.91650390625,50,11.657020731209,5851.25199308046,26468.5368743778,214.090909090909,205.152847674827,109.166666666667,16.3888888888889,11.7424242424242,2.85474185631866,245.95,102.983333333333,4,4056.17941154609,6031.38959738057,13.3786666666667,29.4480957039597,"wild",328,"wild",4,NA,"wild","5","1",2022-12-15,2022-12-25,2,"winter",2022,NA,512,"4",44,34,64,28.5,"subadult",0.011657020731209,5.85125199308046,26.4685368743778,59,42.2727272727273,4.05617941154609,0.222977777777778,4.09916666666667,1.71638888888889,1.81944444444444,"2",9
"E06w",2022-12-18,2022-12-18 04:46:50,35.0684852600098,30.917293548584,59,31426.2291862765,31813.5447165003,83416.0631482478,344.36,176.196831223871,249.85,17.5,12.4777777777778,2.7556059583204,195.45,163.366666666667,2,17750.1002745,20757.2085924177,53.6991525423729,63.9173530529862,"wild",286,"wild",4,NA,"wild","5","1",2022-12-15,2022-12-25,3,"winter",2022,NA,897,"4",44,34,360.5,234,"subadult",31.4262291862765,31.8135447165003,83.4160631482478,63,44.92,17.7501002745,0.894985875706215,3.2575,2.72277777777778,4.16416666666667,"3",9
"E06w",2022-12-19,2022-12-19 04:45:20,35.15966796875,30.6439819335938,58,303.371881782096,23578.2029748717,79805.0801454114,339.52380952381,206.473634890176,209.9,18.6111111111111,11.1111111111111,3.46944333244355,282.366666666667,117.466666666667,2,17622.5318026941,23995.9354499216,48.4396551724138,70.8295258575994,"wild",35,"wild",4,NA,"wild","5","1",2022-12-15,2022-12-25,4,"winter",2022,NA,1171,"4",42,33.5,220.5,13.5,"subadult",0.303371881782096,23.5782029748717,79.8050801454114,67,40,17.6225318026941,0.807327586206897,4.70611111111111,1.95777777777778,3.49833333333333,"4",9
